health_region.x	province	YES	HR_UID	health_region.y
Ottawa	Ontario	1	3552	Oxford County Health Unit
Ottawa	Ontario	1	3553	Peel Regional Health Unit
Ottawa	Ontario	1	3554	Perth District Health Unit
Ottawa	Ontario	1	3555	Peterborough County - City Health Unit
Ottawa	Ontario	1	3556	Porcupine Health Unit
Ottawa	Ontario	1	3557	Renfrew County and District Health Unit
Ottawa	Ontario	1	3558	The Eastern Ontario Health Unit
Ottawa	Ontario	1	3560	Simcoe Muskoka District Health Unit
Ottawa	Ontario	1	3561	Sudbury and District Health Unit
Ottawa	Ontario	1	3562	Thunder Bay District Health Unit
Ottawa	Ontario	1	3563	Timiskaming Health Unit
Ottawa	Ontario	1	3565	Waterloo Health Unit
Ottawa	Ontario	1	3566	Wellington-Dufferin-Guelph Health Unit
Ottawa	Ontario	1	3568	Windsor-Essex County Health Unit
Ottawa	Ontario	1	3570	York Regional Health Unit
Ottawa	Ontario	1	3595	City of Toronto Health Unit
Ottawa	Ontario	1	4601	Winnipeg Regional Health Authority
Ottawa	Ontario	1	4602	Prairie Mountain Health
Ottawa	Ontario	1	4603	Interlake-Eastern Regional Health Authority
Ottawa	Ontario	1	4604	Northern Regional Health Authority
Ottawa	Ontario	1	4605	Southern Health
Ottawa	Ontario	1	4701	Sun Country Regional Health Authority
Ottawa	Ontario	1	4702	Five Hills Regional Health Authority
Ottawa	Ontario	1	4703	Cypress Regional Health Authority
Ottawa	Ontario	1	4704	Regina Qu'Appelle Regional Health Authority
Ottawa	Ontario	1	4705	Sunrise Regional Health Authority
Ottawa	Ontario	1	4706	Saskatoon Regional Health Authority
Ottawa	Ontario	1	4707	Heartland Regional Health Authority
Ottawa	Ontario	1	4708	Kelsey Trail Regional Health Authority
Ottawa	Ontario	1	4709	Prince Albert Parkland Regional Health Authority
Ottawa	Ontario	1	4710	Prairie North Regional Health Authority
Ottawa	Ontario	1	4711	Mamawetan Churchill River Regional Health Authority
Ottawa	Ontario	1	4712	Keewatin Yatth� Regional Health Authority
Ottawa	Ontario	1	4713	Athabasca Health Authority
Ottawa	Ontario	1	4831	South Zone
Ottawa	Ontario	1	4832	Calgary Zone
Ottawa	Ontario	1	4833	Central Zone
Ottawa	Ontario	1	4834	Edmonton Zone
Ottawa	Ontario	1	4835	North Zone
Ottawa	Ontario	1	5911	East Kootenay Health Service Delivery Area
Ottawa	Ontario	1	5912	Kootenay-Boundary Health Service Delivery Area
Ottawa	Ontario	1	5913	Okanagan Health Service Delivery Area
Ottawa	Ontario	1	5914	Thompson/Cariboo Health Service Delivery Area
Ottawa	Ontario	1	5921	Fraser East Health Service Delivery Area
Ottawa	Ontario	1	5922	Fraser North Health Service Delivery Area
Ottawa	Ontario	1	5923	Fraser South Health Service Delivery Area
Ottawa	Ontario	1	5931	Richmond Health Service Delivery Area
Ottawa	Ontario	1	5932	Vancouver Health Service Delivery Area
Ottawa	Ontario	1	5933	North Shore/Coast Garibaldi Health Service Delivery Area
Ottawa	Ontario	1	5941	South Vancouver Island Health Service Delivery Area
Ottawa	Ontario	1	5942	Central Vancouver Island Health Service Delivery Area
Ottawa	Ontario	1	5943	North Vancouver Island Health Service Delivery Area
Ottawa	Ontario	1	5951	Northwest Health Service Delivery Area
Ottawa	Ontario	1	5952	Northern Interior Health Service Delivery Area
Ottawa	Ontario	1	5953	Northeast Health Service Delivery Area
Ottawa	Ontario	1	6001	Yukon
Ottawa	Ontario	1	6101	Northwest Territories
Ottawa	Ontario	1	6201	Nunavut
Halton	Ontario	1	1011	Eastern Regional Integrated Health Authority
Halton	Ontario	1	1012	Central Regional Integrated Health Authority
Halton	Ontario	1	1013	Western Regional Integrated Health Authority
Halton	Ontario	1	1014	Labrador-Grenfell Regional Integrated Health Authority
Halton	Ontario	1	1100	Prince Edward Island
Halton	Ontario	1	1211	South Shore District Health Authority
Halton	Ontario	1	1212	South West Nova District Health Authority
Halton	Ontario	1	1223	Annapolis Valley District Health Authority
Halton	Ontario	1	1234	Colchester East Hants Health Authority
Halton	Ontario	1	1235	Cumberland Health Authority
Halton	Ontario	1	1246	Pictou County Health Authority
Halton	Ontario	1	1247	Guysborough Antigonish Strait Health Authority
Halton	Ontario	1	1258	Cape Breton District Health Authority
Halton	Ontario	1	1269	Capital District Health Authority
Halton	Ontario	1	1301	Zone 1
Halton	Ontario	1	1302	Zone 2
Halton	Ontario	1	1303	Zone 3
Halton	Ontario	1	1304	Zone 4
Halton	Ontario	1	1305	Zone 5
Halton	Ontario	1	1306	Zone 6
Halton	Ontario	1	1307	Zone 7
Halton	Ontario	1	2401	R�gion du Bas-Saint-Laurent
Halton	Ontario	1	2402	R�gion du Saguenay�Lac-Saint-Jean
Halton	Ontario	1	2403	R�gion de la Capitale-Nationale
Halton	Ontario	1	2404	R�gion de la Mauricie et du Centre-du-Qu�bec
Halton	Ontario	1	2405	R�gion de l'Estrie
Halton	Ontario	1	2406	R�gion de Montr�al
Halton	Ontario	1	2407	R�gion de l'Outaouais
Halton	Ontario	1	2408	R�gion de l'Abitibi-T�miscamingue
Halton	Ontario	1	2409	R�gion de la C�te-Nord
Halton	Ontario	1	2410	R�gion du Nord-du-Qu�bec
Halton	Ontario	1	2411	R�gion de la Gasp�sie��les-de-la-Madeleine
Halton	Ontario	1	2412	R�gion de la Chaudi�re-Appalaches
Halton	Ontario	1	2413	R�gion de Laval
Halton	Ontario	1	2414	R�gion de Lanaudi�re
Halton	Ontario	1	2415	R�gion des Laurentides
Halton	Ontario	1	2416	R�gion de la Mont�r�gie
Halton	Ontario	1	2417	R�gion du Nunavik
Halton	Ontario	1	2418	R�gion des Terres-Cries-de-la-Baie-James
Halton	Ontario	1	3526	The District of Algoma Health Unit
Halton	Ontario	1	3527	Brant County Health Unit
Halton	Ontario	1	3530	Durham Regional Health Unit
Halton	Ontario	1	3531	Elgin-St. Thomas Health Unit
Halton	Ontario	1	3533	Grey Bruce Health Unit
Halton	Ontario	1	3534	Haldimand-Norfolk Health Unit
Halton	Ontario	1	3535	Haliburton, Kawartha, Pine Ridge District Health Unit
Halton	Ontario	1	3536	Halton Regional Health Unit
Halton	Ontario	1	3537	City of Hamilton Health Unit
Halton	Ontario	1	3538	Hastings and Prince Edward Counties Health Unit
Halton	Ontario	1	3539	Huron County Health Unit
Halton	Ontario	1	3540	Chatham-Kent Health Unit
Halton	Ontario	1	3541	Kingston, Frontenac and Lennox and Addington Health Unit
Halton	Ontario	1	3542	Lambton Health Unit
Halton	Ontario	1	3543	Leeds, Grenville and Lanark District Health Unit
Halton	Ontario	1	3544	Middlesex-London Health Unit
Halton	Ontario	1	3546	Niagara Regional Area Health Unit
Halton	Ontario	1	3547	North Bay Parry Sound District Health Unit
Halton	Ontario	1	3549	Northwestern Health Unit
Halton	Ontario	1	3551	City of Ottawa Health Unit
Halton	Ontario	1	3552	Oxford County Health Unit
Halton	Ontario	1	3553	Peel Regional Health Unit
Halton	Ontario	1	3554	Perth District Health Unit
Halton	Ontario	1	3555	Peterborough County - City Health Unit
Halton	Ontario	1	3556	Porcupine Health Unit
Halton	Ontario	1	3557	Renfrew County and District Health Unit
Halton	Ontario	1	3558	The Eastern Ontario Health Unit
Halton	Ontario	1	3560	Simcoe Muskoka District Health Unit
Halton	Ontario	1	3561	Sudbury and District Health Unit
Halton	Ontario	1	3562	Thunder Bay District Health Unit
Halton	Ontario	1	3563	Timiskaming Health Unit
Halton	Ontario	1	3565	Waterloo Health Unit
Halton	Ontario	1	3566	Wellington-Dufferin-Guelph Health Unit
Halton	Ontario	1	3568	Windsor-Essex County Health Unit
Halton	Ontario	1	3570	York Regional Health Unit
Halton	Ontario	1	3595	City of Toronto Health Unit
Halton	Ontario	1	4601	Winnipeg Regional Health Authority
Halton	Ontario	1	4602	Prairie Mountain Health
Halton	Ontario	1	4603	Interlake-Eastern Regional Health Authority
Halton	Ontario	1	4604	Northern Regional Health Authority
Halton	Ontario	1	4605	Southern Health
Halton	Ontario	1	4701	Sun Country Regional Health Authority
Halton	Ontario	1	4702	Five Hills Regional Health Authority
Halton	Ontario	1	4703	Cypress Regional Health Authority
Halton	Ontario	1	4704	Regina Qu'Appelle Regional Health Authority
Halton	Ontario	1	4705	Sunrise Regional Health Authority
Halton	Ontario	1	4706	Saskatoon Regional Health Authority
Halton	Ontario	1	4707	Heartland Regional Health Authority
Halton	Ontario	1	4708	Kelsey Trail Regional Health Authority
Halton	Ontario	1	4709	Prince Albert Parkland Regional Health Authority
Halton	Ontario	1	4710	Prairie North Regional Health Authority
Halton	Ontario	1	4711	Mamawetan Churchill River Regional Health Authority
Halton	Ontario	1	4712	Keewatin Yatth� Regional Health Authority
Halton	Ontario	1	4713	Athabasca Health Authority
Halton	Ontario	1	4831	South Zone
Halton	Ontario	1	4832	Calgary Zone
Halton	Ontario	1	4833	Central Zone
Halton	Ontario	1	4834	Edmonton Zone
Halton	Ontario	1	4835	North Zone
Halton	Ontario	1	5911	East Kootenay Health Service Delivery Area
Halton	Ontario	1	5912	Kootenay-Boundary Health Service Delivery Area
Halton	Ontario	1	5913	Okanagan Health Service Delivery Area
Halton	Ontario	1	5914	Thompson/Cariboo Health Service Delivery Area
Halton	Ontario	1	5921	Fraser East Health Service Delivery Area
Halton	Ontario	1	5922	Fraser North Health Service Delivery Area
Halton	Ontario	1	5923	Fraser South Health Service Delivery Area
Halton	Ontario	1	5931	Richmond Health Service Delivery Area
Halton	Ontario	1	5932	Vancouver Health Service Delivery Area
Halton	Ontario	1	5933	North Shore/Coast Garibaldi Health Service Delivery Area
Halton	Ontario	1	5941	South Vancouver Island Health Service Delivery Area
Halton	Ontario	1	5942	Central Vancouver Island Health Service Delivery Area
Halton	Ontario	1	5943	North Vancouver Island Health Service Delivery Area
Halton	Ontario	1	5951	Northwest Health Service Delivery Area
Halton	Ontario	1	5952	Northern Interior Health Service Delivery Area
Halton	Ontario	1	5953	Northeast Health Service Delivery Area
Halton	Ontario	1	6001	Yukon
Halton	Ontario	1	6101	Northwest Territories
Halton	Ontario	1	6201	Nunavut
Mauricie	Quebec	1	1011	Eastern Regional Integrated Health Authority
Mauricie	Quebec	1	1012	Central Regional Integrated Health Authority
Mauricie	Quebec	1	1013	Western Regional Integrated Health Authority
Mauricie	Quebec	1	1014	Labrador-Grenfell Regional Integrated Health Authority
Mauricie	Quebec	1	1100	Prince Edward Island
Mauricie	Quebec	1	1211	South Shore District Health Authority
Mauricie	Quebec	1	1212	South West Nova District Health Authority
Mauricie	Quebec	1	1223	Annapolis Valley District Health Authority
Mauricie	Quebec	1	1234	Colchester East Hants Health Authority
Mauricie	Quebec	1	1235	Cumberland Health Authority
Mauricie	Quebec	1	1246	Pictou County Health Authority
Mauricie	Quebec	1	1247	Guysborough Antigonish Strait Health Authority
Mauricie	Quebec	1	1258	Cape Breton District Health Authority
Mauricie	Quebec	1	1269	Capital District Health Authority
Mauricie	Quebec	1	1301	Zone 1
Mauricie	Quebec	1	1302	Zone 2
Mauricie	Quebec	1	1303	Zone 3
Mauricie	Quebec	1	1304	Zone 4
Mauricie	Quebec	1	1305	Zone 5
Mauricie	Quebec	1	1306	Zone 6
Mauricie	Quebec	1	1307	Zone 7
Mauricie	Quebec	1	2401	R�gion du Bas-Saint-Laurent
Mauricie	Quebec	1	2402	R�gion du Saguenay�Lac-Saint-Jean
Mauricie	Quebec	1	2403	R�gion de la Capitale-Nationale
Mauricie	Quebec	1	2404	R�gion de la Mauricie et du Centre-du-Qu�bec
Mauricie	Quebec	1	2405	R�gion de l'Estrie
Mauricie	Quebec	1	2406	R�gion de Montr�al
Mauricie	Quebec	1	2407	R�gion de l'Outaouais
Mauricie	Quebec	1	2408	R�gion de l'Abitibi-T�miscamingue
Mauricie	Quebec	1	2409	R�gion de la C�te-Nord
Mauricie	Quebec	1	2410	R�gion du Nord-du-Qu�bec
Mauricie	Quebec	1	2411	R�gion de la Gasp�sie��les-de-la-Madeleine
Mauricie	Quebec	1	2412	R�gion de la Chaudi�re-Appalaches
Mauricie	Quebec	1	2413	R�gion de Laval
Mauricie	Quebec	1	2414	R�gion de Lanaudi�re
Mauricie	Quebec	1	2415	R�gion des Laurentides
Mauricie	Quebec	1	2416	R�gion de la Mont�r�gie
Mauricie	Quebec	1	2417	R�gion du Nunavik
Mauricie	Quebec	1	2418	R�gion des Terres-Cries-de-la-Baie-James
Mauricie	Quebec	1	3526	The District of Algoma Health Unit
Mauricie	Quebec	1	3527	Brant County Health Unit
Mauricie	Quebec	1	3530	Durham Regional Health Unit
Mauricie	Quebec	1	3531	Elgin-St. Thomas Health Unit
Mauricie	Quebec	1	3533	Grey Bruce Health Unit
Mauricie	Quebec	1	3534	Haldimand-Norfolk Health Unit
Mauricie	Quebec	1	3535	Haliburton, Kawartha, Pine Ridge District Health Unit
Mauricie	Quebec	1	3536	Halton Regional Health Unit
Mauricie	Quebec	1	3537	City of Hamilton Health Unit
Mauricie	Quebec	1	3538	Hastings and Prince Edward Counties Health Unit
Mauricie	Quebec	1	3539	Huron County Health Unit
Mauricie	Quebec	1	3540	Chatham-Kent Health Unit
Mauricie	Quebec	1	3541	Kingston, Frontenac and Lennox and Addington Health Unit
Mauricie	Quebec	1	3542	Lambton Health Unit
Mauricie	Quebec	1	3543	Leeds, Grenville and Lanark District Health Unit
Mauricie	Quebec	1	3544	Middlesex-London Health Unit
Mauricie	Quebec	1	3546	Niagara Regional Area Health Unit
Mauricie	Quebec	1	3547	North Bay Parry Sound District Health Unit
Mauricie	Quebec	1	3549	Northwestern Health Unit
Mauricie	Quebec	1	3551	City of Ottawa Health Unit
Mauricie	Quebec	1	3552	Oxford County Health Unit
Mauricie	Quebec	1	3553	Peel Regional Health Unit
Mauricie	Quebec	1	3554	Perth District Health Unit
Mauricie	Quebec	1	3555	Peterborough County - City Health Unit
Mauricie	Quebec	1	3556	Porcupine Health Unit
Mauricie	Quebec	1	3557	Renfrew County and District Health Unit
Mauricie	Quebec	1	3558	The Eastern Ontario Health Unit
Mauricie	Quebec	1	3560	Simcoe Muskoka District Health Unit
Mauricie	Quebec	1	3561	Sudbury and District Health Unit
Mauricie	Quebec	1	3562	Thunder Bay District Health Unit
Mauricie	Quebec	1	3563	Timiskaming Health Unit
Mauricie	Quebec	1	3565	Waterloo Health Unit
Mauricie	Quebec	1	3566	Wellington-Dufferin-Guelph Health Unit
Mauricie	Quebec	1	3568	Windsor-Essex County Health Unit
Mauricie	Quebec	1	3570	York Regional Health Unit
Mauricie	Quebec	1	3595	City of Toronto Health Unit
Mauricie	Quebec	1	4601	Winnipeg Regional Health Authority
Mauricie	Quebec	1	4602	Prairie Mountain Health
Mauricie	Quebec	1	4603	Interlake-Eastern Regional Health Authority
Mauricie	Quebec	1	4604	Northern Regional Health Authority
Mauricie	Quebec	1	4605	Southern Health
Mauricie	Quebec	1	4701	Sun Country Regional Health Authority
Mauricie	Quebec	1	4702	Five Hills Regional Health Authority
Mauricie	Quebec	1	4703	Cypress Regional Health Authority
Mauricie	Quebec	1	4704	Regina Qu'Appelle Regional Health Authority
Mauricie	Quebec	1	4705	Sunrise Regional Health Authority
Mauricie	Quebec	1	4706	Saskatoon Regional Health Authority
Mauricie	Quebec	1	4707	Heartland Regional Health Authority
Mauricie	Quebec	1	4708	Kelsey Trail Regional Health Authority
Mauricie	Quebec	1	4709	Prince Albert Parkland Regional Health Authority
Mauricie	Quebec	1	4710	Prairie North Regional Health Authority
Mauricie	Quebec	1	4711	Mamawetan Churchill River Regional Health Authority
Mauricie	Quebec	1	4712	Keewatin Yatth� Regional Health Authority
Mauricie	Quebec	1	4713	Athabasca Health Authority
Mauricie	Quebec	1	4831	South Zone
Mauricie	Quebec	1	4832	Calgary Zone
Mauricie	Quebec	1	4833	Central Zone
Mauricie	Quebec	1	4834	Edmonton Zone
Mauricie	Quebec	1	4835	North Zone
Mauricie	Quebec	1	5911	East Kootenay Health Service Delivery Area
Mauricie	Quebec	1	5912	Kootenay-Boundary Health Service Delivery Area
Mauricie	Quebec	1	5913	Okanagan Health Service Delivery Area
Mauricie	Quebec	1	5914	Thompson/Cariboo Health Service Delivery Area
Mauricie	Quebec	1	5921	Fraser East Health Service Delivery Area
Mauricie	Quebec	1	5922	Fraser North Health Service Delivery Area
Mauricie	Quebec	1	5923	Fraser South Health Service Delivery Area
Mauricie	Quebec	1	5931	Richmond Health Service Delivery Area
Mauricie	Quebec	1	5932	Vancouver Health Service Delivery Area
Mauricie	Quebec	1	5933	North Shore/Coast Garibaldi Health Service Delivery Area
Mauricie	Quebec	1	5941	South Vancouver Island Health Service Delivery Area
Mauricie	Quebec	1	5942	Central Vancouver Island Health Service Delivery Area
Mauricie	Quebec	1	5943	North Vancouver Island Health Service Delivery Area
Mauricie	Quebec	1	5951	Northwest Health Service Delivery Area
Mauricie	Quebec	1	5952	Northern Interior Health Service Delivery Area
Mauricie	Quebec	1	5953	Northeast Health Service Delivery Area
Mauricie	Quebec	1	6001	Yukon
Mauricie	Quebec	1	6101	Northwest Territories
Mauricie	Quebec	1	6201	Nunavut
Central	Alberta	1	1011	Eastern Regional Integrated Health Authority
Central	Alberta	1	1012	Central Regional Integrated Health Authority
Central	Alberta	1	1013	Western Regional Integrated Health Authority
Central	Alberta	1	1014	Labrador-Grenfell Regional Integrated Health Authority
Central	Alberta	1	1100	Prince Edward Island
Central	Alberta	1	1211	South Shore District Health Authority
Central	Alberta	1	1212	South West Nova District Health Authority
Central	Alberta	1	1223	Annapolis Valley District Health Authority
Central	Alberta	1	1234	Colchester East Hants Health Authority
Central	Alberta	1	1235	Cumberland Health Authority
Central	Alberta	1	1246	Pictou County Health Authority
Central	Alberta	1	1247	Guysborough Antigonish Strait Health Authority
Central	Alberta	1	1258	Cape Breton District Health Authority
Central	Alberta	1	1269	Capital District Health Authority
Central	Alberta	1	1301	Zone 1
Central	Alberta	1	1302	Zone 2
Central	Alberta	1	1303	Zone 3
Central	Alberta	1	1304	Zone 4
Central	Alberta	1	1305	Zone 5
Central	Alberta	1	1306	Zone 6
Central	Alberta	1	1307	Zone 7
Central	Alberta	1	2401	R�gion du Bas-Saint-Laurent
Central	Alberta	1	2402	R�gion du Saguenay�Lac-Saint-Jean
Central	Alberta	1	2403	R�gion de la Capitale-Nationale
Central	Alberta	1	2404	R�gion de la Mauricie et du Centre-du-Qu�bec
Central	Alberta	1	2405	R�gion de l'Estrie
Central	Alberta	1	2406	R�gion de Montr�al
Central	Alberta	1	2407	R�gion de l'Outaouais
Central	Alberta	1	2408	R�gion de l'Abitibi-T�miscamingue
Central	Alberta	1	2409	R�gion de la C�te-Nord
Central	Alberta	1	2410	R�gion du Nord-du-Qu�bec
Central	Alberta	1	2411	R�gion de la Gasp�sie��les-de-la-Madeleine
Central	Alberta	1	2412	R�gion de la Chaudi�re-Appalaches
Central	Alberta	1	2413	R�gion de Laval
Central	Alberta	1	2414	R�gion de Lanaudi�re
Central	Alberta	1	2415	R�gion des Laurentides
Central	Alberta	1	2416	R�gion de la Mont�r�gie
Central	Alberta	1	2417	R�gion du Nunavik
Central	Alberta	1	2418	R�gion des Terres-Cries-de-la-Baie-James
Central	Alberta	1	3526	The District of Algoma Health Unit
Central	Alberta	1	3527	Brant County Health Unit
Central	Alberta	1	3530	Durham Regional Health Unit
Central	Alberta	1	3531	Elgin-St. Thomas Health Unit
Central	Alberta	1	3533	Grey Bruce Health Unit
Central	Alberta	1	3534	Haldimand-Norfolk Health Unit
Central	Alberta	1	3535	Haliburton, Kawartha, Pine Ridge District Health Unit
Central	Alberta	1	3536	Halton Regional Health Unit
Central	Alberta	1	3537	City of Hamilton Health Unit
Central	Alberta	1	3538	Hastings and Prince Edward Counties Health Unit
Central	Alberta	1	3539	Huron County Health Unit
Central	Alberta	1	3540	Chatham-Kent Health Unit
Central	Alberta	1	3541	Kingston, Frontenac and Lennox and Addington Health Unit
Central	Alberta	1	3542	Lambton Health Unit
Central	Alberta	1	3543	Leeds, Grenville and Lanark District Health Unit
Central	Alberta	1	3544	Middlesex-London Health Unit
Central	Alberta	1	3546	Niagara Regional Area Health Unit
Central	Alberta	1	3547	North Bay Parry Sound District Health Unit
Central	Alberta	1	3549	Northwestern Health Unit
Central	Alberta	1	3551	City of Ottawa Health Unit
Central	Alberta	1	3552	Oxford County Health Unit
Central	Alberta	1	3553	Peel Regional Health Unit
Central	Alberta	1	3554	Perth District Health Unit
Central	Alberta	1	3555	Peterborough County - City Health Unit
Central	Alberta	1	3556	Porcupine Health Unit
Central	Alberta	1	3557	Renfrew County and District Health Unit
Central	Alberta	1	3558	The Eastern Ontario Health Unit
Central	Alberta	1	3560	Simcoe Muskoka District Health Unit
Central	Alberta	1	3561	Sudbury and District Health Unit
Central	Alberta	1	3562	Thunder Bay District Health Unit
Central	Alberta	1	3563	Timiskaming Health Unit
Central	Alberta	1	3565	Waterloo Health Unit
Central	Alberta	1	3566	Wellington-Dufferin-Guelph Health Unit
Central	Alberta	1	3568	Windsor-Essex County Health Unit
Central	Alberta	1	3570	York Regional Health Unit
Central	Alberta	1	3595	City of Toronto Health Unit
Central	Alberta	1	4601	Winnipeg Regional Health Authority
Central	Alberta	1	4602	Prairie Mountain Health
Central	Alberta	1	4603	Interlake-Eastern Regional Health Authority
Central	Alberta	1	4604	Northern Regional Health Authority
Central	Alberta	1	4605	Southern Health
Central	Alberta	1	4701	Sun Country Regional Health Authority
Central	Alberta	1	4702	Five Hills Regional Health Authority
Central	Alberta	1	4703	Cypress Regional Health Authority
Central	Alberta	1	4704	Regina Qu'Appelle Regional Health Authority
Central	Alberta	1	4705	Sunrise Regional Health Authority
Central	Alberta	1	4706	Saskatoon Regional Health Authority
Central	Alberta	1	4707	Heartland Regional Health Authority
Central	Alberta	1	4708	Kelsey Trail Regional Health Authority
Central	Alberta	1	4709	Prince Albert Parkland Regional Health Authority
Central	Alberta	1	4710	Prairie North Regional Health Authority
Central	Alberta	1	4711	Mamawetan Churchill River Regional Health Authority
Central	Alberta	1	4712	Keewatin Yatth� Regional Health Authority
Central	Alberta	1	4713	Athabasca Health Authority
Central	Alberta	1	4831	South Zone
Central	Alberta	1	4832	Calgary Zone
Central	Alberta	1	4833	Central Zone
Central	Alberta	1	4834	Edmonton Zone
Central	Alberta	1	4835	North Zone
Central	Alberta	1	5911	East Kootenay Health Service Delivery Area
Central	Alberta	1	5912	Kootenay-Boundary Health Service Delivery Area
Central	Alberta	1	5913	Okanagan Health Service Delivery Area
Central	Alberta	1	5914	Thompson/Cariboo Health Service Delivery Area
Central	Alberta	1	5921	Fraser East Health Service Delivery Area
Central	Alberta	1	5922	Fraser North Health Service Delivery Area
Central	Alberta	1	5923	Fraser South Health Service Delivery Area
Central	Alberta	1	5931	Richmond Health Service Delivery Area
Central	Alberta	1	5932	Vancouver Health Service Delivery Area
Central	Alberta	1	5933	North Shore/Coast Garibaldi Health Service Delivery Area
Central	Alberta	1	5941	South Vancouver Island Health Service Delivery Area
Central	Alberta	1	5942	Central Vancouver Island Health Service Delivery Area
Central	Alberta	1	5943	North Vancouver Island Health Service Delivery Area
Central	Alberta	1	5951	Northwest Health Service Delivery Area
Central	Alberta	1	5952	Northern Interior Health Service Delivery Area
Central	Alberta	1	5953	Northeast Health Service Delivery Area
Central	Alberta	1	6001	Yukon
Central	Alberta	1	6101	Northwest Territories
Central	Alberta	1	6201	Nunavut
Island	BC	1	1011	Eastern Regional Integrated Health Authority
Island	BC	1	1012	Central Regional Integrated Health Authority
Island	BC	1	1013	Western Regional Integrated Health Authority
Island	BC	1	1014	Labrador-Grenfell Regional Integrated Health Authority
Island	BC	1	1100	Prince Edward Island
Island	BC	1	1211	South Shore District Health Authority
Island	BC	1	1212	South West Nova District Health Authority
Island	BC	1	1223	Annapolis Valley District Health Authority
Island	BC	1	1234	Colchester East Hants Health Authority
Island	BC	1	1235	Cumberland Health Authority
Island	BC	1	1246	Pictou County Health Authority
Island	BC	1	1247	Guysborough Antigonish Strait Health Authority
Island	BC	1	1258	Cape Breton District Health Authority
Island	BC	1	1269	Capital District Health Authority
Island	BC	1	1301	Zone 1
Island	BC	1	1302	Zone 2
Island	BC	1	1303	Zone 3
Island	BC	1	1304	Zone 4
Island	BC	1	1305	Zone 5
Island	BC	1	1306	Zone 6
Island	BC	1	1307	Zone 7
Island	BC	1	2401	R�gion du Bas-Saint-Laurent
Island	BC	1	2402	R�gion du Saguenay�Lac-Saint-Jean
Island	BC	1	2403	R�gion de la Capitale-Nationale
Island	BC	1	2404	R�gion de la Mauricie et du Centre-du-Qu�bec
Island	BC	1	2405	R�gion de l'Estrie
Island	BC	1	2406	R�gion de Montr�al
Island	BC	1	2407	R�gion de l'Outaouais
Island	BC	1	2408	R�gion de l'Abitibi-T�miscamingue
Island	BC	1	2409	R�gion de la C�te-Nord
Island	BC	1	2410	R�gion du Nord-du-Qu�bec
Island	BC	1	2411	R�gion de la Gasp�sie��les-de-la-Madeleine
Island	BC	1	2412	R�gion de la Chaudi�re-Appalaches
Island	BC	1	2413	R�gion de Laval
Island	BC	1	2414	R�gion de Lanaudi�re
Island	BC	1	2415	R�gion des Laurentides
Island	BC	1	2416	R�gion de la Mont�r�gie
Island	BC	1	2417	R�gion du Nunavik
Island	BC	1	2418	R�gion des Terres-Cries-de-la-Baie-James
Island	BC	1	3526	The District of Algoma Health Unit
Island	BC	1	3527	Brant County Health Unit
Island	BC	1	3530	Durham Regional Health Unit
Island	BC	1	3531	Elgin-St. Thomas Health Unit
Island	BC	1	3533	Grey Bruce Health Unit
Island	BC	1	3534	Haldimand-Norfolk Health Unit
Island	BC	1	3535	Haliburton, Kawartha, Pine Ridge District Health Unit
Island	BC	1	3536	Halton Regional Health Unit
Island	BC	1	3537	City of Hamilton Health Unit
Island	BC	1	3538	Hastings and Prince Edward Counties Health Unit
Island	BC	1	3539	Huron County Health Unit
Island	BC	1	3540	Chatham-Kent Health Unit
Island	BC	1	3541	Kingston, Frontenac and Lennox and Addington Health Unit
Island	BC	1	3542	Lambton Health Unit
Island	BC	1	3543	Leeds, Grenville and Lanark District Health Unit
Island	BC	1	3544	Middlesex-London Health Unit
Island	BC	1	3546	Niagara Regional Area Health Unit
Island	BC	1	3547	North Bay Parry Sound District Health Unit
Island	BC	1	3549	Northwestern Health Unit
Island	BC	1	3551	City of Ottawa Health Unit
Island	BC	1	3552	Oxford County Health Unit
Island	BC	1	3553	Peel Regional Health Unit
Island	BC	1	3554	Perth District Health Unit
Island	BC	1	3555	Peterborough County - City Health Unit
Island	BC	1	3556	Porcupine Health Unit
Island	BC	1	3557	Renfrew County and District Health Unit
Island	BC	1	3558	The Eastern Ontario Health Unit
Island	BC	1	3560	Simcoe Muskoka District Health Unit
Island	BC	1	3561	Sudbury and District Health Unit
Island	BC	1	3562	Thunder Bay District Health Unit
Island	BC	1	3563	Timiskaming Health Unit
Island	BC	1	3565	Waterloo Health Unit
Island	BC	1	3566	Wellington-Dufferin-Guelph Health Unit
Island	BC	1	3568	Windsor-Essex County Health Unit
Island	BC	1	3570	York Regional Health Unit
Island	BC	1	3595	City of Toronto Health Unit
Island	BC	1	4601	Winnipeg Regional Health Authority
Island	BC	1	4602	Prairie Mountain Health
Island	BC	1	4603	Interlake-Eastern Regional Health Authority
Island	BC	1	4604	Northern Regional Health Authority
Island	BC	1	4605	Southern Health
Island	BC	1	4701	Sun Country Regional Health Authority
Island	BC	1	4702	Five Hills Regional Health Authority
Island	BC	1	4703	Cypress Regional Health Authority
Island	BC	1	4704	Regina Qu'Appelle Regional Health Authority
Island	BC	1	4705	Sunrise Regional Health Authority
Island	BC	1	4706	Saskatoon Regional Health Authority
Island	BC	1	4707	Heartland Regional Health Authority
Island	BC	1	4708	Kelsey Trail Regional Health Authority
Island	BC	1	4709	Prince Albert Parkland Regional Health Authority
